"","institution","species","Lat","Lon","date"
"234","Havforskningsinstituttet","Sprattus_sprattus",59.791668,10.531667,"18.11.2004 00:00:00"
"235","Havforskningsinstituttet","Sprattus_sprattus",59.895,10.663333,"18.11.2004 00:00:00"
"236","Havforskningsinstituttet","Sprattus_sprattus",59.799999,10.708333,"18.11.2004 00:00:00"
"237","Havforskningsinstituttet","Sprattus_sprattus",59.146668,10.866667,"19.11.2004 00:00:00"
"238","Havforskningsinstituttet","Sprattus_sprattus",59.375,10.495,"20.11.2005 00:00:00"
"239","Havforskningsinstituttet","Sprattus_sprattus",59.543335,10.281667,"20.11.2005 00:00:00"
"240","Havforskningsinstituttet","Sprattus_sprattus",59.156666,10.865,"21.11.2005 00:00:00"
"241","Havforskningsinstituttet","Micromesistius_poutassou",58.983334,10.666667,"04.08.1987 00:00:00"
"242","Havforskningsinstituttet","Micromesistius_poutassou",59.633335,10.616667,"01.12.1990 00:00:00"
"243","Havforskningsinstituttet","Micromesistius_poutassou",59.466667,10.545,"02.11.1997 00:00:00"
"244","Havforskningsinstituttet","Micromesistius_poutassou",59.021668,10.706667,"02.11.1997 00:00:00"
"245","Havforskningsinstituttet","Micromesistius_poutassou",59.496666,10.433333,"03.11.1997 00:00:00"
"246","Havforskningsinstituttet","Micromesistius_poutassou",59.381668,10.583333,"03.11.1997 00:00:00"
"247","Havforskningsinstituttet","Scomber_scombrus",59.533333,10.283334,"28.02.1995 00:00:00"
"248","Havforskningsinstituttet","Scomber_scombrus",59.021668,10.478334,"04.11.1995 00:00:00"
"249","Havforskningsinstituttet","Scomber_scombrus",59.555,10.26,"03.11.1997 00:00:00"
"250","Havforskningsinstituttet","Scomber_scombrus",59.791668,10.721666,"05.11.2000 00:00:00"
"251","Havforskningsinstituttet","Scomber_scombrus",59.560001,10.25,"05.11.2000 00:00:00"
"252","Havforskningsinstituttet","Scomber_scombrus",59.851666,10.698334,"04.11.2001 00:00:00"
"253","Havforskningsinstituttet","Scomber_scombrus",59.331665,10.658334,"04.11.2001 00:00:00"
"254","Havforskningsinstituttet","Scomber_scombrus",59.791668,10.531667,"18.11.2004 00:00:00"
"255","Havforskningsinstituttet","Clupea_harengus",59.483334,10.6,"02.12.1986 00:00:00"
"256","Havforskningsinstituttet","Clupea_harengus",58.983334,10.666667,"04.08.1987 00:00:00"
"257","Havforskningsinstituttet","Clupea_harengus",59.466667,10.383333,"01.12.1988 00:00:00"
"258","Havforskningsinstituttet","Clupea_harengus",59.75,10.55,"30.11.1990 00:00:00"
"259","Havforskningsinstituttet","Clupea_harengus",59.633335,10.616667,"01.12.1990 00:00:00"
"260","Havforskningsinstituttet","Clupea_harengus",59.599998,10.616667,"30.11.1991 00:00:00"
"261","Havforskningsinstituttet","Clupea_harengus",59.483334,10.533334,"26.05.1992 00:00:00"
"262","Havforskningsinstituttet","Clupea_harengus",59.016666,10.95,"27.05.1992 00:00:00"
"263","Havforskningsinstituttet","Clupea_harengus",59.816666,10.716666,"30.11.1992 00:00:00"
"264","Havforskningsinstituttet","Clupea_harengus",59.783333,10.533334,"30.11.1992 00:00:00"
"265","Havforskningsinstituttet","Clupea_harengus",59.533333,10.416667,"01.12.1992 00:00:00"
"266","Havforskningsinstituttet","Clupea_harengus",59.299999,10.55,"02.12.1992 00:00:00"
"267","Havforskningsinstituttet","Clupea_harengus",59.583332,10.633333,"02.12.1993 00:00:00"
"268","Havforskningsinstituttet","Clupea_harengus",59.853332,10.643333,"03.11.1995 00:00:00"
"269","Havforskningsinstituttet","Clupea_harengus",59.751667,10.573334,"03.11.1995 00:00:00"
"270","Havforskningsinstituttet","Clupea_harengus",59.541668,10.643333,"03.11.1995 00:00:00"
"271","Havforskningsinstituttet","Clupea_harengus",59.376667,10.603334,"03.11.1995 00:00:00"
"272","Havforskningsinstituttet","Clupea_harengus",59.766666,10.578333,"03.11.1995 00:00:00"
"273","Havforskningsinstituttet","Clupea_harengus",59.833332,10.7,"04.11.1995 00:00:00"
"274","Havforskningsinstituttet","Clupea_harengus",59.893333,10.655,"04.11.1995 00:00:00"
"275","Havforskningsinstituttet","Clupea_harengus",59.766666,10.716666,"04.11.1995 00:00:00"
"276","Havforskningsinstituttet","Clupea_harengus",59.018333,10.288333,"04.11.1995 00:00:00"
